X2024-3,U3047,X2024-4,U3056,U3020,U3071,X2024-2,U3117,U3073,U3017,X2024-1,U3039,U3013
ENSG00000006634,6.97393642478179,8.71684133243327,6.96869491179282,9.74665879683683,9.62979708905543,9.59186637414751,7.07504185250837,9.02493911525799,9.28656057907302,9.61849657837426,7.11297372249986,8.96632114629783,9.65168902694969
ENSG00000006740,11.0426357207469,6.3801845685679,11.3098296616009,5.88968124369097,6.20642178735447,5.98093331490752,11.222872020119,6.37683276124766,6.20606654986635,5.68284451378311,11.3019172702096,6.34734098166196,5.68284451378311
ENSG00000006756,8.24386541150139,10.1633077234052,8.06171263252212,7.60713449280526,9.32189137479955,9.6001084210206,7.97319659691212,9.11859860714956,8.37035062184719,6.01659436100509,7.47361557806832,9.51446048312032,8.28591370491399
ENSG00000006757,8.76584649204392,5.87090291931701,8.63941259199172,5.68284451378311,5.68284451378311,5.89381224656971,8.3516042587785,6.50900487997087,5.68284451378311,5.68284451378311,8.18801252688328,6.37196675741033,6.72597707297551
ENSG00000007062,7.11181119189929,7.40360083283143,7.37052468856101,6.18734845670127,6.96056751430285,10.2575354306335,7.06228653422906,8.23282389806738,9.14340604600587,6.06794128148704,7.42283521384559,9.60299644832254,7.25529305161378
ENSG00000007171,8.08337068992401,7.95229544246848,8.1407894094798,11.20831322212,10.827538724712,6.10366258974753,8.14923267464654,6.24116274771668,8.63533072388005,6.39808793633248,8.01218984778091,6.80082017221536,9.06936672501717
ENSG00000007174,8.11575201000447,8.56259422624047,8.04806827822408,7.8160603677361,9.6457905304091,7.26500155303342,8.15983562780414,9.40677931341344,6.27520941131478,8.87626605789022,8.05241872139542,6.78669827719881,8.02736835105899
ENSG00000007237,13.5795097118568,10.9851771493527,14.028170417421,13.2804124908705,7.27712344137926,12.5572315730578,13.529748750111,10.7112077800509,6.44410519238012,12.2887995222563,13.6016692824091,8.96632114629783,14.3277849604298
ENSG00000007264,10.4834139540941,6.10217602472545,10.6183211834066,5.68284451378311,5.96380252521584,5.68284451378311,10.7302786822914,6.0065256804833,5.88153238041385,6.06794128148704,11.3360192670555,6.20586950374719,5.87732206722348
ENSG00000007384,8.12848954503192,8.37746124045781,7.53410495251743,9.46158279042679,10.0008353946892,9.82933751334527,7.31372175395475,9.26077812055457,9.06867344712521,10.6559356645204,6.92816219126743,9.10594269440582,10.706338050715
